	id	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	speechiness	tempo	valence	genre
2450	Nocturne in E-Flat Major, Op. 9 No. 2	0.992	0.32	276440	0.068	0.88	10	0.105	-23.511999999999997	0.0395	71.612	0.0493	classical
2451	24 Preludes, Op. 28: No. 13 in F-Sharp Major	0.995	0.225	233547	0.00221	0.885	6	0.0793	-38.961999999999996	0.0446	91.24600000000001	0.222	classical
2452	"Waltz in A-Flat Major, Op. 69 No. 1 ""L'adieu"" (Ed. J. Fontana)"	0.995	0.344	274160	0.0157	0.914	8	0.102	-30.778000000000002	0.0419	66.166	0.145	classical
2453	Nocturne No.1 in B flat minor, Op.9 No.1	0.98	0.321	332155	0.009890000000000001	0.917	1	0.0845	-28.28	0.0378	65.721	0.0381	classical
2454	Preludes, Op. 28: No. 7, Andantino in A Major	0.995	0.606	102194	0.0069099999999999995	0.925	9	0.0823	-28.434	0.305	139.233	0.182	classical
2455	Nocturne No.19 in E minor, Op.72 No.1	0.991	0.33399999999999996	241987	0.00732	0.9520000000000001	4	0.0968	-30.908	0.0355	60.17100000000001	0.0964	classical
2456	12 Etudes, Op.10: No.6 In E Flat Minor	0.995	0.284	190000	0.0163	0.915	11	0.0876	-27.32	0.0395	78.545	0.0573	classical
2457	Preludes, Op. 28: No. 15, Sostenuto in D-Flat Major	0.995	0.451	391936	0.006659999999999999	0.9329999999999999	1	0.0942	-31.615	0.0652	118.634	0.0578	classical
2458	Nocturne No.20 In C Sharp Minor, Op.posth.	0.9890000000000001	0.245	257787	0.00499	0.948	1	0.0699	-32.649	0.0476	73.206	0.10099999999999999	classical
2459	Ballade in F Minor, Op. 52, No.4	0.99	0.231	619347	0.0718	0.898	5	0.0687	-24.901	0.0468	67.15	0.0385	classical
2460	Nocturnes, Op. 48: No. 1 in C Minor	0.991	0.41100000000000003	339240	0.149	0.877	0	0.0721	-16.272000000000002	0.0439	129.109	0.057999999999999996	classical
2461	Nocturne in D flat Major, Op. 27, No. 2	0.9890000000000001	0.359	338253	0.0323	0.91	1	0.0938	-24.408	0.0377	107.169	0.0728	classical
2462	Chopin : Nocturne No.13 in C minor Op.48 No.1	0.99	0.345	396667	0.045	0.904	0	0.0603	-23.993000000000002	0.0417	135.918	0.0378	classical
2463	Andante Spianato And Grande Polonaise brilliante, Op. 22	0.973	0.33899999999999997	823787	0.245	0.9259999999999999	3	0.1	-18.292	0.0364	107.838	0.106	classical
2464	Nocturnes, Op. 15: No. 2 in F-Sharp Minor	0.9940000000000001	0.373	245427	0.0176	0.899	6	0.0556	-28.49	0.0413	63.669	0.125	classical
2465	Ballade No. 4 in F Minor, Op. 52	0.993	0.322	631427	0.0886	0.905	10	0.0856	-23.64	0.0429	68.202	0.0391	classical
2466	Nocturnes, Op. 48: No. 1 in C Minor (Lento)	0.993	0.214	380853	0.0378	0.87	0	0.0545	-22.475	0.044000000000000004	65.837	0.0399	classical
2467	Nocturnes, Op. 27: No. 2 in D-Flat Major (Lento sostenuto)	0.993	0.327	399573	0.0394	0.919	1	0.126	-22.85	0.0444	78.611	0.0539	classical
2468	Nocturne No. 20 in C-Sharp Minor, P. 1/16: Lento con gran espressione	0.986	0.311	258532	0.0428	0.922	1	0.0957	-22.017	0.0494	70.65	0.17	classical
2469	Ballad No. 1 in G Minor, Op. 23	0.987	0.28800000000000003	581067	0.0509	0.8640000000000001	7	0.107	-23.576	0.0572	75.05	0.0663	classical
2470	Ballade in F Major, Op. 38, No.2	0.988	0.271	418013	0.0854	0.893	5	0.0741	-22.739	0.0383	69.86	0.0367	classical
2471	Nocturne No. 10 in A-Flat Major, Op. 32, No. 2	0.993	0.251	337733	0.0271	0.889	8	0.0682	-30.868000000000002	0.0428	71.44800000000001	0.13699999999999998	classical
2472	Preludes, Op. 28: No. 23 in F Major	0.987	0.188	65320	0.0178	0.915	0	0.0718	-38.635	0.0371	134.369	0.324	classical
2473	Chopin: Berceuse in D Flat Major, Op. 57	0.981	0.21899999999999997	248613	0.0323	0.946	1	0.127	-31.578000000000003	0.0431	61.167	0.0605	classical
2474	Trois nouvelles études, B. 130: No. 1 in F Minor	0.9940000000000001	0.281	109147	0.17300000000000001	0.8959999999999999	1	0.121	-23.003	0.0414	147.821	0.0986	classical
2475	Waltzes, Op. 64: III. Moderato in A-Flat Major	0.9940000000000001	0.278	253493	0.0639	0.8540000000000001	8	0.145	-26.471999999999998	0.0553	66.923	0.175	classical
2476	Trois nouvelles études, B. 130: No. 3 in D-Flat Major	0.993	0.379	102627	0.185	0.893	1	0.105	-21.031	0.0496	144.908	0.58	classical
2477	Chopin: Fantaisie-Impromptu in C-Sharp Minor, Op. 66: (Allegro agitato - Moderato cantabile - Tempo primo)	0.991	0.278	303187	0.13	0.915	1	0.11900000000000001	-19.031	0.0342	70.821	0.0646	classical
2478	"Polonaise in A-Flat Major, Op. 53, ""Heroic"": Maetoso"	0.988	0.371	384067	0.131	0.9059999999999999	8	0.0977	-22.138	0.0358	102.413	0.39899999999999997	classical
2479	Etude in F, Op.25 No. 3	0.986	0.228	110840	0.284	0.929	0	0.0831	-18.893	0.0318	131.487	0.381	classical
2480	Preludes, Op. 28: No. 20 in C Minor (Largo)	0.995	0.643	94893	0.00352	0.96	8	0.0817	-23.471	0.903	76.637	0.223	classical
2481	Nocturnes, Op. 62: No. 1 in B Major (Andante)	0.993	0.32899999999999996	475540	0.015	0.919	11	0.136	-31.219	0.0482	66.763	0.0397	classical
2482	3 Impromptus, Op. 51: No. 3 in G-Flat Major	0.987	0.304	286667	0.151	0.8859999999999999	3	0.109	-23.326	0.0379	84.777	0.133	classical
2483	Etude in A Minor, Op.25 No. 11 'Winter Wind'	0.966	0.23600000000000002	236587	0.28800000000000003	0.914	0	0.0954	-19.28	0.0381	86.12299999999999	0.0703	classical
2484	Chopin: Nocturne No. 10 in A-Flat Major, Op. 32 No. 2	0.995	0.33299999999999996	334133	0.0363	0.902	1	0.0984	-25.875	0.0403	132.66299999999998	0.111	classical
2485	Nocturne no 3	0.992	0.535	148854	0.0183	0.95	4	0.113	-22.92	0.0586	70.329	0.162	classical
2486	Preludes, Op. 28: No. 21 in B-Flat Major (Cantabile)	0.993	0.33	119533	0.0331	0.92	10	0.11	-23.599	0.042	135.519	0.0398	classical
2487	Impromptu No. 1 in A-Flat Major, Op. 29	0.983	0.215	251693	0.151	0.925	8	0.156	-21.706999999999997	0.0392	85.26899999999999	0.0887	classical
2488	Chopin: Mazurka No. 40 in F Minor, Op. 63 No. 2	0.996	0.255	119907	0.00899	0.92	5	0.10400000000000001	-35.243	0.04	68.704	0.0619	classical
2489	Chopin: Nocturne No. 16 in E-Flat Major, Op. 55 No. 2	0.9940000000000001	0.261	305867	0.0408	0.8640000000000001	3	0.0853	-27.518	0.0427	68.686	0.10300000000000001	classical
2490	12 Études, Op. 10: No. 11 in E-Flat Major	0.973	0.366	180840	0.11199999999999999	0.8740000000000001	3	0.133	-20.967	0.043	66.72	0.0625	classical
2491	Waltz in A-Flat Major, Op. 42 'Grande Valse'	0.991	0.316	231080	0.0898	0.922	8	0.12	-23.793000000000003	0.0351	66.646	0.298	classical
2492	Piano Sonata No. 3 in B Minor, Op. 58: II. Scherzo (molto vivace)	0.995	0.358	164507	0.0776	0.892	4	0.18600000000000003	-25.733	0.0401	63.611000000000004	0.188	classical
2493	3 Grandes valses brillantes, Op. 34: No. 2 in A Minor	0.9940000000000001	0.33	358040	0.0102	0.904	9	0.0791	-31.684	0.042	67.988	0.10099999999999999	classical
2494	Chopin: 3 Mazurkas, Op. 56: No. 1 in B Major	0.9940000000000001	0.285	267984	0.0184	0.879	11	0.0914	-28.16	0.0364	77.077	0.0942	classical
2495	Chopin: 3 Mazurkas, Op. 56: No. 3 in C Minor	0.9940000000000001	0.327	375380	0.0143	0.877	0	0.0782	-28.541	0.0432	137.345	0.0888	classical
2496	Etudes, Op. 10: No. 3 in E Major	0.995	0.36	256413	0.0511	0.877	4	0.17800000000000002	-23.419	0.0412	106.281	0.0457	classical
2497	Nocturnes, Op. 62: No. 2, Lento in E Major	0.995	0.226	440073	0.00513	0.9229999999999999	4	0.0755	-30.928	0.0407	64.077	0.0782	classical
2498	Preludes, Op. 28: No. 3 in G Major	0.992	0.29600000000000004	52240	0.0399	0.9009999999999999	7	0.0996	-28.468000000000004	0.0327	72.8	0.377	classical
2499	İnsan İnsan	0.40700000000000003	0.276	391453	0.242	0.00135	0	0.0815	-12.522	0.0382	181.97	0.11199999999999999	classical
2500	"Mozart: Piano Sonata No. 11 in A Major, K. 331, ""Alla Turca"": I. Andante grazioso"	0.992	0.40299999999999997	852800	0.126	0.88	9	0.0601	-23.125999999999998	0.0404	99.82600000000001	0.259	classical
2501	Chopin: Nocturne No. 1 in B-Flat Minor, Op. 9 No. 1	0.992	0.308	279800	0.0202	0.92	1	0.106	-27.843000000000004	0.0381	70.506	0.0368	classical
2502	Say: Troy Sonata, Op. 78: V. Helen, Love	0.9940000000000001	0.298	109333	0.0617	0.902	7	0.139	-25.451	0.0344	91.374	0.0651	classical
2503	Dört Mevsim	0.9009999999999999	0.509	152787	0.332	0.0981	10	0.11699999999999999	-11.433	0.0407	159.553	0.713	classical
2504	Kız Çoçuğu - Live	0.94	0.374	180560	0.0929	0.5489999999999999	11	0.243	-27.108	0.0397	151.797	0.127	classical
2505	Sevenlere dair, Op. 12/3	0.9890000000000001	0.309	252817	0.14800000000000002	0.884	11	0.0455	-19.381	0.0389	111.22200000000001	0.096	classical
2506	Debussy: Preludes, Book 1, L. 117: VIII. La fille aux cheveux de lin	0.995	0.39899999999999997	170533	0.00605	0.9490000000000001	6	0.107	-32.559	0.0501	65.94	0.129	classical
2507	Düşerim	0.985	0.426	315760	0.102	0.0827	2	0.098	-16.023	0.0424	118.891	0.177	classical
2508	Mozart: Piano Sonata No. 12 in F Major, K. 332: II. Adagio	0.995	0.40399999999999997	236653	0.0372	0.8859999999999999	10	0.075	-28.311	0.0382	89.397	0.128	classical
2509	Kumru, Op. 12/2	0.9890000000000001	0.446	163106	0.107	0.893	9	0.0793	-22.930999999999997	0.035	133.827	0.209	classical
2510	Chopin: Nocturne No. 5 in F-Sharp Major, Op. 15 No. 2	0.9940000000000001	0.19399999999999998	160040	0.0471	0.9159999999999999	6	0.0909	-27.401999999999997	0.0363	65.15	0.065	classical
2511	Akılla Bir Konuşmam Oldu	0.937	0.655	301560	0.155	0.00155	9	0.0892	-16.183	0.0503	123.905	0.233	classical
2512	Say: Troy Sonata, Op. 78: III. Heroes of Troy	0.991	0.35600000000000004	164800	0.35100000000000003	0.871	1	0.0955	-17.689	0.0275	110.197	0.33	classical
2513	Kara Toprak, Black Earth, Op. 08	0.968	0.34	371200	0.284	0.9209999999999999	11	0.115	-16.438	0.0508	107.96700000000001	0.0574	classical
2514	Black Earth - 1997 Piano Solo Version	0.982	0.201	328400	0.22	0.9329999999999999	11	0.0889	-21.069000000000003	0.0427	48.273	0.0406	classical
2515	Sordum Sarı Çiğdeme	0.892	0.519	182107	0.233	6.48e-05	2	0.0987	-10.31	0.0377	148.467	0.452	classical
2516	Nocturne No. 20 in C-Sharp Minor, (Lento con gran espressione) Op. posth. B. 49	0.99	0.175	213667	0.0102	0.9179999999999999	1	0.162	-32.05	0.0451	62.123000000000005	0.0884	classical
2517	Say: Art of Piano, Op. 66: III. Winter Morning in Istanbul	0.991	0.307	211133	0.0895	0.8590000000000001	3	0.102	-23.189	0.0389	132.125	0.0344	classical
2518	Yaşamaya Dair - Live	0.753	0.294	454823	0.0972	0.000199	0	0.6779999999999999	-23.272	0.0519	85.259	0.0629	classical
2519	Sardunyaya Ağıt	0.885	0.647	184547	0.7190000000000001	0.063	0	0.0815	-7.579	0.0422	104.935	0.885	classical
2520	Cello Sonata: I. Sivas	0.982	0.184	332293	0.18	0.848	4	0.154	-21.864	0.0483	80.551	0.0773	classical
2521	Nocturne No. 2 in E-Flat Major, (Andante) Op. 9 No. 2	0.982	0.281	284893	0.0126	0.94	10	0.076	-32.216	0.0362	103.85799999999999	0.055	classical
2522	Ben İçeri Düştüğümden Beri - Live	0.845	0.439	287107	0.26	8.97e-05	2	0.322	-21.66	0.11699999999999999	127.19200000000001	0.20800000000000002	classical
2523	Paganini Variations for Piano Solo	0.9670000000000001	0.34700000000000003	236040	0.305	0.894	9	0.713	-19.338	0.033	70.305	0.456	classical
2524	"Mozart: Piano Sonata No. 11 in A Major, K. 331, ""Alla Turca"": III. Alla Turca - Allegretto"	0.983	0.396	204427	0.315	0.89	9	0.0915	-17.305	0.0322	141.558	0.65	classical
2525	Yiğidim Aslanım Burda Yatıyor	0.9690000000000001	0.401	360240	0.214	0.00199	9	0.121	-10.527999999999999	0.0401	121.477	0.0729	classical
2526	Chopin: Nocturne No. 21 in C Minor, Op. posth.	0.993	0.28300000000000003	227787	0.00952	0.878	5	0.086	-34.819	0.0408	65.861	0.0486	classical
2527	Açların Gözbebekleri - Live	0.618	0.446	278947	0.547	0.0387	9	0.508	-12.73	0.07200000000000001	146.841	0.179	classical
2528	Nocturne No. 3 in B Major, (Allegretto), Op. 9 No. 3	0.993	0.289	347387	0.0601	0.899	6	0.0921	-23.913	0.0366	131.408	0.0664	classical
2529	Cello Sonata: III. Ankara	0.917	0.384	601000	0.0108	0.0244	9	0.102	-24.02	0.0356	87.025	0.0476	classical
2530	Nazım, Op. 12/1	0.986	0.349	198346	0.166	0.789	9	0.0819	-18.678	0.0377	106.66	0.0627	classical
2531	Yatar Bursa Kalesinde - Live	0.9229999999999999	0.469	158200	0.263	0.0254	7	0.203	-18.708	0.0349	124.915	0.489	classical
2532	Nocturne No. 14 in F-Sharp Minor, (Andantino) Op. 48 No. 2	0.9940000000000001	0.23	332400	0.0347	0.904	1	0.102	-26.335	0.0387	72.054	0.0662	classical
2533	Cello Sonata: IV. Bodrum	0.982	0.494	166013	0.267	0.917	2	0.152	-18.285	0.0295	106.35700000000001	0.584	classical
2534	Chopin: Nocturne No. 4 in F Major, Op. 15 No. 1	0.993	0.253	274347	0.0264	0.919	7	0.0957	-25.285999999999998	0.0378	71.796	0.0384	classical
2535	Satie: 6 Gnossiennes: I. Lent	0.9940000000000001	0.313	218973	0.0101	0.9309999999999999	5	0.121	-35.26	0.0409	129.75799999999998	0.062	classical
2536	Ses, Op. 40	0.99	0.358	225893	0.154	0.863	11	0.0695	-20.238	0.0348	95.75	0.21899999999999997	classical
2537	Cello Sonata: II. Hopa	0.9790000000000001	0.41700000000000004	273000	0.445	0.914	9	0.19899999999999998	-17.799	0.0385	98.70100000000001	0.41600000000000004	classical
2538	Üç Selvi - Live	0.679	0.25	351187	0.0834	0.10400000000000001	2	0.217	-20.781999999999996	0.0533	122.61399999999999	0.046	classical
2539	Nocturne No. 11 in G Minor, (Andante sostenuto) Op.3 7 No. 1	0.995	0.348	316680	0.0261	0.87	3	0.0965	-28.686	0.0456	64.308	0.0754	classical
2540	Mozart: Piano Sonata No. 16 in C Major, K. 545: I. Allegro	0.992	0.294	252533	0.155	0.91	0	0.0812	-24.846999999999998	0.0317	141.539	0.5529999999999999	classical
2541	Alla Turca Jazz, Op. 5/b	0.98	0.446	95240	0.318	0.932	4	0.0956	-15.345999999999998	0.0422	168.06599999999997	0.785	classical
2542	Cello Sonata in D Minor, L. 135: I. Prologue	0.977	0.213	240493	0.0232	0.0584	2	0.0784	-25.886999999999997	0.0367	138.189	0.043	classical
2543	Nocturne No. 6 in G Minor, (Lento) Op. 15 No. 3	0.995	0.25	317613	0.0035399999999999997	0.929	2	0.0708	-34.768	0.0439	69.681	0.0477	classical
2544	Chopin: Nocturne No. 19 in E Minor, Op. 72 No. 1	0.9940000000000001	0.27899999999999997	239333	0.0338	0.8959999999999999	11	0.0943	-23.143	0.0381	66.35	0.0528	classical
2545	Göğe Bakma Durağı, Op. 58	0.83	0.415	556093	0.318	0.0175	7	0.0978	-11.69	0.0456	112.76700000000001	0.235	classical
2546	"Mozart: Piano Sonata No. 11 in A Major, K. 331, ""Alla Turca"": II. Menuetto - Trio"	0.993	0.444	378667	0.149	0.902	9	0.16399999999999998	-24.357	0.038	117.104	0.574	classical
2547	"Sonate En Fa Mineur N°23, Opus 57 ""Appassionata"": III. Allegro Ma Non Troppo"	0.965	0.302	418413	0.254	0.915	10	0.175	-20.764	0.038	86.67399999999999	0.125	classical
2548	Chopin: Nocturne No. 8 in D-Flat Major, Op. 27 No. 2	0.991	0.204	298267	0.0655	0.909	1	0.127	-22.133000000000003	0.0401	64.751	0.0399	classical
2549	Piano Concerto No.4 In G, Op.58: 2. Andante con moto	0.9840000000000001	0.237	291400	0.00581	0.633	4	0.107	-24.166999999999998	0.0437	76.559	0.0669	classical
2550	Kinderszenen, Op.15: 10. Fast zu ernst	0.995	0.452	98573	0.00761	0.907	11	0.109	-32.738	0.0612	85.146	0.0983	classical
2551	"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": Ludwig van BEETHOVEN : Sonate pour piano n° 14 « Clair de lune », op.27 n° 2. Adagio sostenuto"	0.995	0.21899999999999997	362787	0.00526	0.935	1	0.129	-36.409	0.0478	73.753	0.314	classical
2552	"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave - Allegro di molto e con brio"	0.993	0.35200000000000004	473493	0.139	0.598	0	0.35700000000000004	-19.143	0.0422	137.951	0.0426	classical
2553	"Bagatelle In A Minor, WoO 59 -""Für Elise"": Poco moto"	0.995	0.33799999999999997	194707	0.0366	0.9	9	0.0858	-30.848000000000003	0.0519	132.10399999999998	0.348	classical
2554	Waldszenen, Op.82: 7. Vogel als Prophet	0.993	0.43200000000000005	202987	0.0054600000000000004	0.867	7	0.121	-33.357	0.0563	131.759	0.24	classical
2555	Prelude And Fugue In C (WTK, Book I, No.1), BWV 846: Prélude n° 1 BWV 846	0.995	0.201	84827	0.0309	0.877	0	0.11699999999999999	-33.028	0.0414	139.142	0.561	classical
2556	Piano Sonata No.28 In A Major Op.101 : IV. allegro	0.9940000000000001	0.423	440787	0.156	0.9179999999999999	9	0.0701	-17.820999999999998	0.0398	120.39200000000001	0.43	classical
2557	"Piano Sonata No. 8 In C Minor, Op. 13 -""Pathétique"": 2. Adagio cantabile"	0.995	0.261	298667	0.00565	0.907	8	0.0978	-32.0	0.0476	172.933	0.124	classical
2558	Piano Sonata No.13 In A, D.664: 1. Allegro moderato	0.99	0.341	638560	0.0303	0.885	9	0.0757	-28.09	0.0372	99.479	0.0477	classical
2559	"Piano Sonata No.21 In C, Op.53 -""Waldstein"": 1. Allegro con brio"	0.99	0.315	517773	0.14400000000000002	0.9209999999999999	0	0.0605	-23.932	0.0392	75.648	0.142	classical
2560	Piano Concerto No.3 in C minor, Op.37: 1. Allegro con brio	0.982	0.353	971760	0.121	0.9009999999999999	0	0.136	-17.954	0.0371	133.22799999999998	0.0969	classical
2561	"Piano Sonata No.17 In D Minor, Op.31 No.2 -""Tempest"": 3. Allegretto"	0.992	0.34	423467	0.166	0.925	7	0.0868	-19.462	0.0384	112.494	0.228	classical
2562	Fantasia in D Minor, K. 397	0.993	0.434	341000	0.017	0.934	2	0.113	-29.808000000000003	0.0566	128.66299999999998	0.11599999999999999	classical
2563	Piano Sonata No. 2 in A Major, Op. 2, No. 2: I. Allegro vivace	0.9890000000000001	0.36	318053	0.165	0.385	9	0.345	-19.814	0.0381	139.09799999999998	0.191	classical
2564	Piano Concerto No.3 in C minor, Op.37: 2. Largo	0.991	0.151	539267	0.0556	0.941	4	0.14400000000000002	-22.349	0.0453	50.324	0.0365	classical
2565	"Piano Sonata No.17 In D Minor, Op.31 No.2 -""Tempest"": 1. Largo - Allegro"	0.991	0.431	502201	0.161	0.8959999999999999	2	0.115	-20.766	0.0475	108.12799999999999	0.0575	classical
2566	"Capriccio in B flat, BWV 992 ""On the departure of a dear brother"": 5. Allegro poco. Aria di Postiglione"	0.993	0.423	83973	0.136	0.836	10	0.11	-22.006	0.0418	72.473	0.32799999999999996	classical
2567	"Rondo a capriccio in G, Op.129 ""Die Wut über den verlornen Groschen"" For Piano"	0.993	0.40399999999999997	384093	0.107	0.905	7	0.13	-23.359	0.0379	149.234	0.38799999999999996	classical
2568	Sonata No. 5 in C Minor, Op. 10 No. 1: II. Adagio molto	0.9940000000000001	0.439	465840	0.00396	0.9229999999999999	8	0.139	-27.906	0.0493	60.078	0.23800000000000002	classical
2569	Kinderszenen, Op.15: 6. Wichtige Begebenheit	0.995	0.6459999999999999	56720	0.0857	0.82	2	0.098	-22.755	0.10099999999999999	113.304	0.664	classical
2570	Piano Sonata No.11 In B Flat, Op.22: 2. Adagio con molto espressione	0.995	0.405	428000	0.0132	0.937	3	0.0903	-27.134	0.0432	108.941	0.114	classical
2571	Menuet In G Minor (Trans. W. Kempff)	0.995	0.445	193000	0.00957	0.887	7	0.107	-32.902	0.0473	73.056	0.0794	classical
2572	Piano Concerto No.3 in C minor, Op.37: 3. Rondo. Allegro - Cadenza: Wilhelm Kempff	0.98	0.433	567533	0.168	0.884	8	0.175	-18.602999999999998	0.0327	107.286	0.263	classical
2573	Kinderszenen, Op.15: 8. Am Kamin	0.996	0.318	65480	0.0725	0.81	5	0.0785	-27.268	0.0591	199.365	0.441	classical
2574	"Piano Sonata No.23 In F Minor, Op.57 -""Appassionata"": 1. Allegro assai"	0.99	0.27699999999999997	592440	0.17	0.889	5	0.0879	-17.789	0.0407	78.721	0.0392	classical
2575	Piano Sonata No. 18 in D Major, K. 576: II. Adagio	0.9940000000000001	0.33899999999999997	289000	0.0484	0.912	2	0.0897	-26.968000000000004	0.0555	176.888	0.253	classical
2576	Herz und Mund und Tat und Leben, Cantata BWV 147 : Jesu, Joy of Man's Desiring	0.995	0.251	199853	0.14	0.903	7	0.18600000000000003	-25.320999999999998	0.0456	205.71900000000002	0.336	classical
2577	Piano Sonata No.10 In G, Op.14 No.2: 1. Allegro	0.9940000000000001	0.376	354000	0.055999999999999994	0.93	7	0.147	-24.561999999999998	0.0391	143.05700000000002	0.23	classical
2578	"Piano Sonata No.23 In F Minor, Op.57 -""Appassionata"": 3. Allegro ma non troppo"	0.9890000000000001	0.345	529333	0.254	0.89	10	0.0944	-16.695	0.0362	127.25299999999999	0.146	classical
2579	"""Befiehl du deine Wege"" (Herzlich tut mich verlangen, BWV 727, Arr. For Piano By Kempff)"	0.995	0.392	131000	0.0165	0.938	11	0.0822	-28.322	0.0732	72.133	0.303	classical
2580	Kinderszenen, Op.15: 4. Bittendes Kind	0.995	0.369	51387	0.00331	0.872	2	0.0901	-37.009	0.0351	83.90899999999999	0.6	classical
2581	Venezia e Napoli, S.162 (rev. version 1859) supplement to Années de Pelerinage, 2ème année: Italie (S.161): 1. Gondoliera (Quasi Allegretto)	0.991	0.248	327377	0.0515	0.883	6	0.105	-30.53	0.0362	80.56	0.0621	classical
2582	Piano Sonata No. 3 in B-Flat Major, K. 281: I. Allegro	0.992	0.37200000000000005	248000	0.0535	0.915	10	0.156	-28.218000000000004	0.038	143.207	0.6809999999999999	classical
2583	Piano Concerto No.4 In G, Op.58: 1. Allegro moderato	0.978	0.282	1034120	0.132	0.941	7	0.0842	-20.430999999999997	0.036000000000000004	96.45	0.0486	classical
2584	Kinderszenen, Op.15: 5. Glückes genug	0.995	0.37799999999999995	44629	0.105	0.7959999999999999	2	0.11900000000000001	-25.524	0.0398	69.36	0.426	classical
2585	Harpsichord Suite No. 1 in B-Flat Major (Set II), HWV 434: Minuet (Arr. Kempff)	0.995	0.503	205373	0.0154	0.9440000000000001	7	0.131	-23.789	0.04	136.447	0.12	classical
2586	Piano Sonata No. 9 in E Major, Op. 14, No. 1: I. Allegro	0.986	0.22	281653	0.0561	0.0905	11	0.387	-23.759	0.0378	79.168	0.13	classical
2587	"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 3. Presto agitato"	0.991	0.35600000000000004	330333	0.135	0.929	6	0.11699999999999999	-21.783	0.0454	78.319	0.11	classical
2588	Piano Sonata No. 3 in B-Flat Major, K. 281: II. Andante amoroso	0.995	0.39	211001	0.0159	0.934	3	0.0956	-29.679000000000002	0.0397	94.3	0.24600000000000002	classical
2589	Piano Sonata No.31 In A Flat Major Op.110 : I. Moderato Cantabile Molto Espressivo	0.99	0.365	363987	0.0662	0.872	8	0.0838	-23.779	0.0397	127.536	0.13699999999999998	classical
2590	Piano Sonata No. 10 in G Major, Op. 14 No. 2: II. Andante	0.951	0.268	256160	0.0769	0.000265	0	0.185	-24.02	0.0353	91.74600000000001	0.203	classical
2591	Nun komm, der Heiden Heiland, BWV 659 - Arranged For Piano By Wilhelm Kempff	0.995	0.429	270698	0.042	0.905	7	0.0907	-27.023000000000003	0.0478	133.95	0.0891	classical
2592	Piano Sonata No.3 In E, D.459: 1. Allegro moderato	0.995	0.43799999999999994	362000	0.0267	0.917	4	0.114	-27.774	0.0478	123.82600000000001	0.278	classical
2593	Années de pèlerinage: Deuxième année: Italie, S.161: 2. Il Penseroso	0.992	0.424	238916	0.00328	0.892	1	0.0763	-31.021	0.0463	133.917	0.036000000000000004	classical
2594	"Piano Sonata No. 15 in D Major, Op. 28 ""Pastoral"": I. Allegro"	0.9840000000000001	0.27899999999999997	449000	0.0557	0.218	2	0.243	-23.767	0.0368	72.641	0.132	classical
2595	"Piano Concerto No.5 In E Flat Major Op.73 -""Emperor"": 1. Allegro"	0.98	0.35	1213000	0.132	0.9129999999999999	3	0.0931	-19.289	0.0357	130.43	0.0981	classical
2596	Piano Concerto No.4 In G, Op.58: 3. Rondo. Vivace	0.9690000000000001	0.336	628400	0.16399999999999998	0.9159999999999999	7	0.0986	-18.45	0.04	67.442	0.126	classical
2597	"Cantate No.29 ""Wir danken dir, Gott, wir danken dir"", BWV 29 - Arranged by Wilhelm Kempff: Sinfonia"	0.991	0.32799999999999996	275000	0.223	0.8759999999999999	2	0.13	-18.222	0.0312	98.446	0.18899999999999997	classical
2598	Piano Sonata No. 5 in C Minor, Op. 10 No. 1: I. Molto allegro e con brio	0.987	0.368	276147	0.0861	0.0146	0	0.34299999999999997	-19.544	0.0343	97.891	0.147	classical
2599	Rêverie, L. 68: Rêverie	0.9940000000000001	0.242	257000	0.00898	0.909	7	0.0814	-31.811	0.0424	68.88	0.0549	classical
2600	Debussy: Arabesques, L. 74: No. 1	0.991	0.276	205200	0.0821	0.924	4	0.11	-23.464000000000002	0.0373	131.59799999999998	0.158	classical
2601	La mer, L. 109: No. 2. Jeux de vagues	0.9179999999999999	0.16399999999999998	411067	0.0395	0.648	9	0.0568	-29.815	0.0434	139.428	0.0348	classical
2602	Children's Corner, L. 113: 6. Golliwogg's Cakewalk	0.9940000000000001	0.42	167493	0.0647	0.9329999999999999	5	0.11699999999999999	-22.443	0.0577	68.548	0.273	classical
2603	Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 1, La cour de lys	0.9890000000000001	0.14300000000000002	230893	0.00645	0.965	8	0.09	-33.494	0.0411	139.99	0.0321	classical
2604	Suite Bergamasque: Clair de Lune	0.992	0.375	314120	0.00607	0.883	1	0.0562	-29.405	0.0501	67.97800000000001	0.0445	classical
2605	Suite bergamasque, L.75: 4. Passepied	0.992	0.331	177280	0.14400000000000002	0.922	6	0.0998	-25.71	0.0368	113.227	0.20199999999999999	classical
2606	Nocturnes, L. 91: 2. Fêtes	0.912	0.135	375773	0.179	0.8540000000000001	9	0.0777	-20.025	0.0479	79.42	0.0749	classical
2607	Estampes: I. Pagodes. Modérément animé	0.99	0.22899999999999998	368533	0.0174	0.9209999999999999	11	0.0799	-29.373	0.0356	68.331	0.0889	classical
